Model,Make,YOM,Used,Transmission,Mileage,Location,Price,Age,Fuel_Type
Stream,Honda,2014,Foreign Used,Automatic,58000,Mombasa,1650000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,98765,Mombasa,800000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,87610,Mombasa,2900000,10,Petrol
Shuttle,Honda,2015,Foreign Used,Automatic,65243,Mombasa,1150000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,75000,Mombasa,880000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,75452,Mombasa,2700000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,75000,Mombasa,2600000,10,Petrol
Fit,Honda,2013,Brand New,Automatic,68000,Mombasa,940000,11,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,53000,Mombasa,2000000,11,Petrol
CR-V,Honda,2015,Foreign Used,Automatic,73502,Mombasa,2800000,9,Petrol
Fit,Honda,2011,Foreign Used,Automatic,85636,Mombasa,750000,13,Petrol
Fit,Honda,2015,Foreign Used,Automatic,62325,Mombasa,945000,9,Petrol
Fit,Honda,2011,Kenyan Used,Automatic,125385,Nairobi,595000,13,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78000,Mombasa,920000,10,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,136000,Nairobi,1260000,16,Petrol
Fit,Honda,2015,Foreign Used,Automatic,49630,Mombasa,950000,9,Petrol
CR-V,Honda,2014,Brand New,Automatic,75168,Mombasa,2450000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,86521,Mombasa,2900000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,65000,Mombasa,930000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,71000,Mombasa,760000,11,Petrol
Fit,Honda,2014,Brand New,Automatic,81243,Mombasa,850000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,51782,Mombasa,950000,10,Petrol
CR-V,Honda,2015,Foreign Used,Automatic,78696,Mombasa,2900000,9,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,85000,Mombasa,1650000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,69863,Mombasa,2000000,11,Petrol
Fit,Honda,2015,Brand New,Automatic,53666,Mombasa,920000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,61000,Mombasa,990000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,106000,Nairobi,1650000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,146000,Nairobi,1630000,10,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,73568,Mombasa,970000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,85636,Mombasa,750000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,27364,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,86000,Mombasa,1150000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,39856,Mombasa,2550000,11,Petrol
Vezel,Honda,2015,Foreign Used,Automatic,28000,Mombasa,2200000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,45000,Mombasa,980000,10,Petrol
CR-V,Honda,2010,Kenyan Used,Automatic,124725,Mombasa,1700000,14,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,62138,Mombasa,2650000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,76000,Mombasa,980000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,58963,Mombasa,1680000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,62000,Mombasa,2600000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,71000,Mombasa,2800000,10,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,86000,Nairobi,1420000,16,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,86000,Nairobi,2150000,10,Petrol
Stream,Honda,2012,Kenyan Used,Automatic,121808,Nairobi,990000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,82419,Mombasa,930000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,56400,Mombasa,850000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,64085,Mombasa,2700000,11,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,65884,Mombasa,2400000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,88563,Mombasa,780000,11,Petrol
Fit,Honda,2015,Foreign Used,Automatic,51423,Mombasa,1100000,9,Petrol
Stream,Honda,2014,Foreign Used,Automatic,52318,Mombasa,1400000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,110000,Mombasa,980000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,68097,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,72000,Mombasa,970000,10,Petrol
Fit,Honda,2012,Foreign Used,Automatic,85323,Mombasa,910000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,103000,Mombasa,968000,10,Petrol
CR-V,Honda,2012,Foreign Used,Automatic,121000,Nairobi,1950000,12,Petrol
Fit,Honda,2015,Foreign Used,Automatic,73000,Mombasa,930000,9,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,54908,Nairobi,2150000,10,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,85124,Nairobi,2095000,12,Petrol
Fit,Honda,2014,Brand New,Automatic,99100,Nairobi,1050000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,62548,Mombasa,2800000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78541,Mombasa,780000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,51000,Mombasa,980000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,68000,Mombasa,980000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,68000,Mombasa,930000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,45000,Mombasa,880000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,59412,Mombasa,900000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,95000,Mombasa,2450000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,141567,Nairobi,880000,10,Petrol
CR-V,Honda,2010,Kenyan Used,Automatic,93000,Nairobi,1500000,14,Petrol
Fit,Honda,2014,Foreign Used,Automatic,91034,Nairobi,1055000,10,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,92000,Nairobi,2130000,12,Petrol
Fit,Honda,2014,Foreign Used,Automatic,87600,Mombasa,1030000,10,Petrol
Shuttle,Honda,2012,Foreign Used,Automatic,69852,Mombasa,950000,12,Petrol
Fit,Honda,2012,Foreign Used,Automatic,65000,Mombasa,950000,12,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,98063,Mombasa,2600000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,75000,Mombasa,950000,10,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,96042,Mombasa,880000,11,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,87356,Mombasa,2450000,11,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,82900,Mombasa,1030000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,23000,Mombasa,900000,9,Petrol
CR-V,Honda,2015,Foreign Used,Automatic,34563,Mombasa,2900000,9,Petrol
Fit,Honda,2013,Brand New,Automatic,78520,Mombasa,750000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,102454,Nairobi,990000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,120000,Nairobi,1080000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,62091,Mombasa,960000,11,Petrol
Fit,Honda,2008,Kenyan Used,Automatic,168243,Nairobi,395000,16,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,92000,Mombasa,1550000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,89595,Mombasa,2500000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,93000,Mombasa,970000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,102242,Mombasa,950000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,137000,Nairobi,1550000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,68000,Mombasa,980000,11,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,85414,Mombasa,2100000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,101682,Mombasa,950000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,80000,Mombasa,2800000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,42355,Mombasa,1020000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,63125,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,99587,Mombasa,900000,10,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,95000,Nairobi,1450000,16,Petrol
Fit,Honda,2014,Foreign Used,Automatic,72000,Nairobi,990000,10,Petrol
Fit,Honda,2012,Brand New,Automatic,68900,Mombasa,780000,12,Petrol
CR-V,Honda,2012,Foreign Used,Automatic,78412,Mombasa,1880000,12,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,57000,Nairobi,1650000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,63000,Mombasa,1400000,10,Petrol
Shuttle,Honda,2015,Foreign Used,Automatic,72153,Mombasa,1000000,9,Petrol
Vezel,Honda,2015,Foreign Used,Automatic,61000,Nairobi,2450000,9,Petrol
Stream,Honda,2014,Foreign Used,Automatic,85213,Mombasa,1350000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,65800,Mombasa,1080000,10,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,96001,Mombasa,900000,11,Petrol
Stepwgn,Honda,2015,Foreign Used,Automatic,74523,Mombasa,1700000,9,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,99111,Nairobi,1680000,10,Petrol
Insight,Honda,2011,Kenyan Used,Automatic,138000,Kiambu,740000,13,Petrol
Insight,Honda,2012,Kenyan Used,Automatic,140000,Nairobi,685000,12,Petrol
Fit,Honda,2006,Kenyan Used,Automatic,147253,Nairobi,350000,18,Petrol
Fit,Honda,2010,Kenyan Used,Automatic,163000,Nairobi,490000,14,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,74880,Mombasa,880000,10,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,58100,Mombasa,890000,10,Petrol
CR-V,Honda,2013,Brand New,Automatic,96412,Mombasa,2250000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,78654,Mombasa,780000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,92000,Nairobi,1195000,10,Petrol
Stream,Honda,2007,Kenyan Used,Automatic,115000,Kiambu,550000,17,Petrol
Insight,Honda,2014,Foreign Used,Automatic,86354,Mombasa,1100000,10,Petrol
Shuttle,Honda,2011,Foreign Used,Automatic,85365,Mombasa,930000,13,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,25123,Mombasa,2850000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,74123,Mombasa,880000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78532,Mombasa,930000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,115000,Nairobi,1070000,10,Petrol
Fit,Honda,2011,Kenyan Used,Automatic,125388,Nairobi,580000,13,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78023,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,66000,Mombasa,880000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,121689,Mombasa,955000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,93254,Mombasa,950000,10,Petrol
Shuttle,Honda,2013,Brand New,Automatic,67000,Nairobi,975000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,45826,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,69000,Mombasa,950000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,85000,Nairobi,2650000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,95000,Mombasa,2400000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,89000,Mombasa,2350000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,75885,Mombasa,780000,11,Petrol
CR-V,Honda,2018,Kenyan Used,Automatic,26000,Nairobi,3750000,6,Petrol
Stream,Honda,2014,Brand New,Automatic,62514,Nairobi,1430000,10,Petrol
Fit,Honda,2005,Kenyan Used,Automatic,245888,Nakuru,480000,19,Petrol
Fit,Honda,2012,Kenyan Used,Automatic,128769,Nairobi,585000,12,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,850930,Mombasa,2100000,10,Petrol
Stream,Honda,2011,Foreign Used,Automatic,96858,Mombasa,1150000,13,Petrol
Shuttle,Honda,2012,Brand New,Automatic,25425,Mombasa,930000,12,Petrol
CR-V,Honda,2012,Foreign Used,Automatic,76000,Nairobi,2250000,12,Petrol
CR-V,Honda,2015,Foreign Used,Automatic,72861,Mombasa,2880000,9,Petrol
Fit,Honda,2013,Foreign Used,Automatic,55000,Mombasa,850000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,113678,Mombasa,935000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,51576,Mombasa,930000,10,Petrol
Stream,Honda,2013,Brand New,Automatic,88000,Mombasa,1130000,11,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,78000,Nairobi,2050000,10,Petrol
Fit,Honda,2010,Kenyan Used,Automatic,180000,Kiambu,499999,14,Petrol
Fit,Honda,2013,Kenyan Used,Automatic,78000,Nairobi,940000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,86560,Mombasa,730000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,56288,Mombasa,940000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,54000,Mombasa,2700000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,52365,Mombasa,790000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,85214,Mombasa,2400000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,77502,Mombasa,930000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,78000,Mombasa,2800000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,96000,Mombasa,1450000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,80555,Mombasa,2400000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,64000,Nairobi,2750000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,86536,Mombasa,750000,11,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,117000,Nairobi,2045000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,28000,Mombasa,3050000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,87029,Mombasa,1095000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,89632,Mombasa,2800000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,75608,Mombasa,2600000,10,Petrol
Stepwgn,Honda,2013,Foreign Used,Automatic,96123,Mombasa,1650000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,63125,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,88328,Mombasa,950000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,67321,Mombasa,2800000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,92351,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,62000,Nairobi,1030000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,78523,Mombasa,800000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,76000,Nairobi,960000,10,Petrol
Fit,Honda,2010,Kenyan Used,Automatic,112000,Nairobi,500000,14,Petrol
Fit,Honda,2013,Kenyan Used,AMT,136000,Nairobi,780000,11,Petrol
Fit,Honda,2007,Kenyan Used,Automatic,162325,Nairobi,420000,17,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78023,Mombasa,950000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,46000,Mombasa,2100000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,210000,Nairobi,1100000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85442,Mombasa,1050000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,23000,Mombasa,3000000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,46123,Mombasa,1450000,10,Petrol
Shuttle,Honda,2015,Foreign Used,Automatic,71000,Mombasa,980000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,42698,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,11000,Mombasa,930000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,103000,Mombasa,940000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,114000,Mombasa,940000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,107000,Mombasa,800000,11,Petrol
Fit,Honda,2015,Foreign Used,Automatic,53000,Mombasa,950000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,83695,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85123,Mombasa,950000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,69863,Mombasa,1680000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,77000,Mombasa,950000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,50000,Mombasa,850000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,59000,Mombasa,1000000,10,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,58400,Mombasa,970000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,115000,Nairobi,980000,10,Petrol
Fit,Honda,2014,Brand New,Automatic,58000,Mombasa,900000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,65213,Mombasa,950000,11,Petrol
Fit,Honda,2015,Foreign Used,Automatic,74525,Mombasa,900000,9,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,107541,Nairobi,1580000,10,Petrol
CR-V,Honda,2011,Kenyan Used,Automatic,86000,Nairobi,1550000,13,Petrol
CR-V,Honda,2007,Kenyan Used,Automatic,136000,Nairobi,1055000,17,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,97000,Nairobi,2050000,10,Petrol
Fit,Honda,2007,Kenyan Used,Automatic,136000,Nairobi,420000,17,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,105230,Mombasa,1450000,10,Petrol
CR-V,Honda,2009,Foreign Used,Automatic,119789,Mombasa,1465000,15,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85000,Mombasa,900000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,92000,Mombasa,930000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,149582,Mombasa,2280000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,63280,Mombasa,2690000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,210223,Mombasa,950000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,76000,Mombasa,2600000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,76392,Mombasa,950000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,68000,Mombasa,1450000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,65800,Mombasa,950000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,85059,Nairobi,2780000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,64862,Mombasa,1050000,9,Petrol
CR-V,Honda,2005,Kenyan Used,Automatic,112890,Nairobi,740000,19,Petrol
Stream,Honda,2012,Kenyan Used,Automatic,138965,Nairobi,980000,12,Petrol
CR-V,Honda,2008,Kenyan Used,Automatic,88678,Nairobi,1200000,16,Petrol
Fit,Honda,2014,Foreign Used,Automatic,46000,Mombasa,890000,10,Petrol
Fit,Honda,2013,Kenyan Used,Automatic,110000,Kiambu,750000,11,Petrol
Fit,Honda,2009,Kenyan Used,Automatic,131000,Nairobi,620000,15,Petrol
Fit,Honda,2013,Foreign Used,Automatic,37546,Mombasa,750000,11,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,68000,Mombasa,1400000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,52318,Mombasa,2700000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,65231,Mombasa,880000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,76000,Mombasa,1850000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,50254,Mombasa,750000,11,Petrol
Fit,Honda,2013,Foreign Used,Automatic,68000,Mombasa,950000,11,Petrol
Vezel,Honda,2014,Foreign Used,AMT,81000,Nairobi,2250000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,127000,Nairobi,2200000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,70000,Nairobi,1135000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,87425,Mombasa,750000,11,Petrol
Fit,Honda,2015,Foreign Used,Automatic,90789,Mombasa,895000,9,Petrol
Stream,Honda,2014,Foreign Used,Automatic,163790,Mombasa,1305000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,104673,Nairobi,999000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,109284,Nairobi,999999,11,Petrol
Stream,Honda,2014,Foreign Used,Automatic,81568,Mombasa,1600000,10,Petrol
Shuttle,Honda,2014,Foreign Used,Automatic,75234,Nairobi,1070000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,124000,Nairobi,880000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,89563,Mombasa,2700000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,98000,Mombasa,1100000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,56003,Mombasa,980000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,56000,Mombasa,950000,9,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,40000,Mombasa,2900000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,75832,Mombasa,900000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,116180,Kiambu,1980000,10,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,87963,Mombasa,850000,11,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,106000,Mombasa,2500000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,88525,Mombasa,900000,10,Petrol
Fit,Honda,2014,Brand New,Automatic,111423,Nairobi,890000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,56321,Mombasa,950000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,84126,Mombasa,950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,98642,Mombasa,990000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,84618,Mombasa,1050000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,87000,Nairobi,2190000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,124587,Nairobi,980000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,66000,Nairobi,995000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,78526,Nairobi,1050000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,103000,Nairobi,1050000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,85213,Mombasa,2700000,10,Petrol
Stream,Honda,2014,Foreign Used,Automatic,114000,Mombasa,1300000,10,Petrol
Fit,Honda,2011,Kenyan Used,Automatic,125325,Nairobi,580000,13,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,128086,Mombasa,2700000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,62000,Nairobi,1100000,10,Petrol
Stream,Honda,2007,Kenyan Used,Automatic,120000,Mombasa,830000,17,Petrol
Fit,Honda,2014,Foreign Used,Automatic,119000,Nairobi,960000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,98000,Nairobi,980000,10,Petrol
Vezel,Honda,2014,Foreign Used,Automatic,116000,Nairobi,1950000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,80000,Nairobi,840000,11,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,78000,Nairobi,3000000,10,Petrol
Fit,Honda,2015,Foreign Used,Automatic,12000,Nairobi,1500000,9,Petrol
Fit,Honda,2014,Foreign Used,Automatic,92147,Mombasa,1150000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,85636,Mombasa,980000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,42856,Mombasa,980000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,45000,Mombasa,850000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,74240,Nairobi,990000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,129000,Nairobi,1050000,10,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,116000,Nairobi,2130000,12,Petrol
Fit,Honda,2013,Foreign Used,Automatic,53000,Nairobi,860000,11,Petrol
Shuttle,Honda,2013,Foreign Used,Automatic,102734,Nairobi,990000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,51576,Mombasa,950000,10,Petrol
Fit,Honda,2013,Foreign Used,Automatic,68555,Mombasa,750000,11,Petrol
Fit,Honda,2014,Foreign Used,Automatic,68930,Mombasa,1030000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,63000,Mombasa,750000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,65823,Mombasa,950000,10,Petrol
CR-V,Honda,2013,Foreign Used,Automatic,46000,Mombasa,2250000,11,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,63210,Mombasa,1500000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,76000,Nairobi,870000,10,Petrol
Stepwgn,Honda,2014,Foreign Used,Automatic,85000,Nairobi,1500000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,69863,Mombasa,950000,10,Petrol
CR-V,Honda,2012,Kenyan Used,Automatic,95841,Nairobi,1700000,12,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,91563,Mombasa,2950000,10,Petrol
CR-V,Honda,2014,Foreign Used,Automatic,93000,Nairobi,2950000,10,Petrol
Fit,Honda,2014,Foreign Used,Automatic,68542,Mombasa,950000,10,Petrol
CR-V,Honda,2010,Kenyan Used,Manual,109804,Nairobi,1499999,14,Petrol
Fit,Honda,2014,Foreign Used,Automatic,74123,Mombasa,1130000,10,Petrol
Insight,Honda,2013,Foreign Used,Automatic,70000,Mombasa,1030000,11,Petrol
